timestep,mean_reward_last_100,mean_episode_length_last_100
961000,2.08,31.1
962000,2.2,32.43
963000,2.31,34.16
964000,2.35,35.27
965000,1.98,30.8
966000,1.91,30.0
967000,1.98,30.26
968000,2.07,31.54
969000,2.16,32.46
970000,1.97,30.59
971000,2.07,31.05
972000,2.03,31.2
973000,2.29,34.09
974000,2.31,34.53
975000,2.26,33.33
976000,2.04,30.6
977000,2.03,30.6
978000,1.96,30.5
979000,1.97,30.94
980000,2.05,31.8
981000,2.05,31.64
982000,2.2,33.04
983000,2.15,32.49
984000,2.35,35.33
985000,2.28,35.17
986000,2.32,35.71
987000,2.34,36.03
988000,2.25,33.96
989000,2.27,34.24
990000,2.18,33.07
991000,2.14,32.71
992000,2.2,34.13
993000,2.25,34.96
994000,2.41,36.63
995000,2.38,36.6
996000,2.49,37.01
997000,2.32,35.2
998000,2.37,36.34
999000,2.47,36.83
1000000,2.45,36.71
