timestep,mean_reward_last_100,mean_episode_length_last_100
1239000,0.67,13.88
1240000,0.79,15.37
1241000,0.53,12.48
1242000,0.77,15.47
1243000,0.64,14.47
1244000,0.81,16.6
1245000,0.83,16.53
1246000,0.72,14.98
1247000,0.72,14.89
1248000,0.9,17.14
1249000,0.8,15.78
1250000,0.75,15.49
1251000,0.77,15.63
1252000,0.69,14.81
1253000,0.84,16.29
1254000,1.05,18.99
1255000,0.86,17.04
1256000,0.83,17.2
1257000,0.92,18.19
1258000,1.04,19.31
1259000,1.01,19.03
1260000,0.96,18.4
1261000,0.65,14.21
1262000,0.77,15.54
1263000,0.88,17.3
1264000,0.91,17.48
1265000,0.9,17.56
1266000,0.87,17.22
1267000,0.96,17.92
1268000,0.76,15.75
1269000,0.78,16.02
1270000,0.78,15.72
1271000,0.81,15.84
1272000,0.98,18.15
1273000,1.0,18.23
1274000,0.86,16.6
1275000,1.0,18.68
1276000,1.0,18.42
1277000,0.94,17.53
1278000,0.98,18.12
1279000,1.0,18.46
1280000,1.02,19.11
1281000,1.03,19.1
1282000,0.89,17.07
1283000,0.91,16.86
1284000,0.82,15.99
1285000,0.98,18.15
1286000,1.05,19.08
1287000,0.91,17.23
1288000,0.82,15.89
1289000,0.97,17.94
1290000,1.05,19.13
1291000,0.88,17.19
1292000,0.75,14.95
1293000,0.78,15.17
1294000,0.9,16.86
1295000,1.05,18.89
1296000,0.97,18.35
1297000,1.06,19.43
1298000,0.87,17.03
1299000,0.9,17.63
1300000,1.14,20.37
1301000,1.04,18.58
1302000,0.99,18.04
1303000,0.92,17.42
1304000,0.93,17.58
1305000,1.0,18.3
1306000,0.97,17.72
1307000,0.84,16.15
1308000,0.89,16.88
1309000,0.95,18.07
1310000,0.9,17.65
1311000,0.89,17.07
1312000,0.84,16.2
1313000,0.89,17.05
1314000,0.96,17.97
1315000,0.92,17.64
1316000,0.9,17.21
1317000,0.93,17.11
1318000,0.96,17.47
1319000,0.87,16.89
1320000,0.74,15.62
1321000,0.72,15.25
1322000,0.58,13.81
1323000,0.77,16.03
1324000,0.88,17.26
1325000,0.9,17.56
1326000,0.93,17.27
1327000,0.86,16.65
1328000,0.84,16.7
1329000,0.88,17.04
1330000,0.85,16.7
1331000,0.83,16.55
1332000,0.87,17.19
1333000,0.9,17.27
1334000,0.8,16.17
1335000,0.86,17.3
1336000,0.75,15.48
1337000,0.71,15.03
1338000,0.86,16.82
1339000,0.82,16.29
1340000,0.85,16.38
1341000,0.92,17.29
1342000,0.91,17.49
1343000,0.76,15.6
1344000,0.82,15.98
1345000,0.87,16.72
1346000,0.95,17.96
1347000,1.06,19.36
1348000,0.85,17.02
1349000,0.97,18.28
1350000,1.02,18.36
1351000,0.88,16.86
1352000,0.92,17.9
1353000,0.78,16.11
1354000,0.78,15.87
1355000,0.89,17.15
1356000,1.03,18.71
1357000,0.97,17.92
1358000,1.05,18.89
1359000,0.96,18.37
1360000,0.86,17.0
1361000,0.87,16.98
1362000,0.87,16.95
1363000,0.88,17.13
1364000,0.91,17.58
1365000,0.78,15.99
1366000,0.74,15.29
1367000,0.84,16.5
1368000,0.95,17.88
1369000,0.88,16.82
1370000,0.84,16.63
1371000,0.9,17.39
1372000,0.85,16.67
1373000,0.91,17.5
1374000,0.97,18.38
1375000,0.92,18.04
1376000,0.77,15.84
1377000,0.61,13.57
1378000,0.72,15.02
1379000,0.87,17.28
1380000,1.01,18.77
1381000,0.94,17.98
1382000,0.93,18.19
1383000,0.96,18.27
1384000,0.92,17.53
1385000,0.88,17.15
1386000,1.05,19.37
1387000,1.13,20.41
1388000,0.91,17.73
1389000,0.82,16.11
1390000,0.89,17.01
1391000,0.94,17.91
1392000,1.02,18.6
1393000,0.96,18.08
1394000,0.77,15.66
1395000,0.72,14.91
1396000,0.84,16.81
1397000,0.74,15.6
1398000,0.75,15.48
1399000,0.74,15.46
1400000,0.75,15.54
1401000,0.79,15.94
1402000,0.79,16.39
1403000,0.89,17.3
1404000,0.92,17.07
1405000,1.03,18.59
1406000,1.07,19.18
1407000,1.02,18.59
1408000,1.03,18.79
1409000,1.07,19.48
1410000,1.1,19.71
1411000,0.88,16.76
1412000,0.93,17.33
1413000,1.1,19.07
1414000,1.04,18.5
1415000,0.92,17.66
1416000,0.85,16.72
1417000,0.86,17.07
1418000,0.87,16.92
1419000,0.89,16.77
1420000,0.81,16.22
1421000,0.75,15.18
1422000,0.81,15.86
1423000,0.92,17.45
1424000,1.02,18.65
1425000,1.06,19.7
1426000,0.8,16.13
1427000,0.56,12.74
1428000,0.75,15.46
1429000,0.81,16.31
1430000,0.82,16.15
1431000,0.91,17.15
1432000,0.86,17.0
1433000,0.86,17.19
1434000,1.0,18.39
1435000,0.99,17.92
1436000,1.0,18.6
1437000,0.73,15.48
1438000,0.76,15.69
1439000,0.8,16.13
1440000,0.76,15.85
1441000,0.86,16.81
1442000,1.1,19.28
1443000,0.94,17.71
1444000,0.82,16.08
1445000,0.82,16.12
1446000,0.87,16.93
1447000,0.98,18.04
1448000,0.97,18.15
1449000,0.87,17.11
1450000,0.8,16.14
1451000,0.71,15.03
1452000,0.99,18.2
1453000,0.9,17.13
1454000,0.94,17.58
1455000,0.87,16.69
1456000,0.78,15.61
1457000,0.93,17.74
1458000,0.84,16.92
1459000,0.84,16.49
1460000,0.81,16.42
1461000,0.88,17.0
1462000,0.88,17.03
1463000,0.99,18.18
1464000,0.99,18.29
1465000,0.92,17.43
1466000,0.9,17.14
1467000,0.92,17.3
1468000,0.73,14.87
1469000,1.03,18.15
1470000,1.12,19.45
1471000,1.06,19.34
1472000,0.91,17.47
1473000,1.0,18.46
1474000,0.96,17.93
1475000,1.05,18.75
1476000,1.03,18.83
1477000,0.78,15.61
1478000,0.97,18.04
1479000,1.02,18.67
1480000,0.84,16.72
1481000,1.09,19.81
1482000,1.14,20.26
1483000,0.87,17.02
1484000,0.77,15.5
1485000,0.83,16.02
1486000,0.85,17.01
1487000,0.8,16.08
1488000,0.89,17.08
1489000,0.98,18.14
1490000,1.0,18.38
1491000,0.77,15.52
1492000,0.96,17.65
1493000,0.74,15.19
1494000,0.87,17.15
1495000,1.12,20.13
1496000,0.95,17.55
1497000,1.04,18.69
1498000,1.18,20.47
1499000,0.94,17.32
1500000,0.78,15.78
1501000,0.91,17.2
1502000,0.82,16.24
1503000,0.83,15.97
1504000,0.55,12.75
1505000,0.82,16.27
1506000,0.92,17.58
1507000,0.85,16.9
1508000,0.79,16.12
1509000,0.87,17.29
1510000,0.91,17.95
1511000,0.86,16.68
1512000,0.84,16.31
1513000,0.98,18.23
1514000,1.05,19.36
1515000,0.98,18.56
1516000,0.7,14.63
1517000,0.63,13.47
1518000,0.84,16.16
1519000,0.93,17.2
1520000,0.9,17.06
1521000,0.87,16.48
1522000,0.92,17.16
1523000,1.14,19.54
1524000,1.02,18.48
1525000,1.12,19.87
1526000,1.11,19.47
1527000,1.24,21.31
1528000,1.28,22.09
1529000,0.97,18.23
1530000,0.62,13.77
1531000,0.86,16.68
1532000,0.9,17.03
1533000,0.88,16.83
1534000,1.01,18.4
1535000,0.93,17.56
1536000,1.0,18.47
1537000,0.94,17.64
1538000,0.9,17.11
1539000,0.89,17.19
1540000,0.78,15.91
1541000,0.74,15.5
1542000,0.82,16.48
1543000,0.7,15.14
1544000,0.88,16.69
1545000,0.71,15.04
1546000,0.79,16.22
1547000,0.83,16.27
1548000,0.76,15.47
1549000,0.74,15.46
1550000,0.7,14.9
1551000,0.88,17.46
1552000,0.84,16.64
1553000,0.7,14.81
1554000,0.93,17.5
1555000,1.04,18.86
1556000,1.02,18.84
1557000,1.08,19.35
1558000,1.04,18.84
1559000,0.7,14.9
1560000,0.84,16.51
1561000,0.83,16.43
1562000,0.87,16.98
1563000,0.88,16.92
1564000,0.86,16.53
1565000,0.73,14.91
1566000,0.59,13.13
1567000,0.77,15.52
1568000,0.87,16.63
1569000,0.97,18.13
1570000,0.91,17.79
1571000,0.73,15.26
1572000,0.9,17.23
1573000,0.79,15.52
1574000,0.86,16.49
1575000,0.64,14.44
1576000,0.67,14.7
1577000,0.89,17.16
1578000,0.97,17.86
1579000,0.72,15.0
1580000,0.92,17.27
1581000,0.95,17.48
1582000,1.05,18.68
1583000,0.92,17.19
1584000,0.8,15.5
1585000,0.79,15.76
1586000,0.91,17.4
1587000,1.0,18.54
1588000,1.07,19.75
1589000,1.09,19.92
1590000,0.81,16.1
1591000,0.75,15.65
1592000,0.77,16.09
1593000,0.85,16.69
1594000,0.89,17.31
1595000,0.86,16.65
1596000,0.96,18.12
1597000,0.92,17.89
1598000,1.02,18.41
1599000,0.97,16.96
1600000,1.06,18.41
1601000,1.14,19.66
1602000,1.13,19.6
1603000,0.91,17.58
1604000,1.0,18.27
1605000,0.97,17.66
1606000,0.93,17.59
1607000,1.03,18.81
1608000,1.12,19.72
1609000,0.96,17.85
1610000,0.95,17.96
1611000,0.89,17.24
1612000,0.86,16.7
1613000,0.79,15.99
1614000,0.89,17.17
1615000,0.86,16.57
1616000,0.87,16.91
1617000,0.78,15.74
1618000,0.78,16.28
1619000,0.93,17.53
1620000,0.98,18.17
1621000,0.88,17.04
1622000,1.05,18.63
1623000,1.09,19.09
1624000,1.07,19.12
1625000,1.08,19.26
1626000,1.01,18.58
1627000,0.95,17.54
1628000,0.89,16.7
1629000,0.88,16.61
1630000,0.85,16.36
1631000,0.87,16.55
1632000,1.03,18.31
1633000,1.16,20.1
1634000,0.92,17.45
1635000,0.89,17.11
1636000,1.0,18.47
1637000,0.9,17.26
1638000,0.84,16.3
1639000,1.0,17.75
1640000,0.8,15.78
1641000,0.78,15.69
1642000,0.66,14.3
1643000,0.82,16.27
1644000,0.88,16.91
1645000,0.91,17.11
1646000,0.84,16.19
1647000,0.86,16.82
1648000,0.8,15.4
1649000,0.76,14.93
1650000,1.02,18.66
1651000,0.95,17.98
1652000,0.97,18.05
1653000,1.07,19.4
1654000,0.8,16.17
1655000,0.85,16.68
1656000,1.09,19.48
1657000,0.95,17.92
1658000,1.02,18.62
1659000,0.97,17.98
1660000,0.94,17.5
1661000,1.05,18.59
1662000,0.98,17.77
1663000,1.01,18.23
1664000,1.09,19.53
1665000,0.9,17.05
1666000,1.05,18.83
1667000,1.2,20.97
1668000,1.06,19.08
1669000,0.85,16.5
1670000,0.89,17.17
1671000,0.97,18.05
1672000,0.91,17.14
1673000,0.84,16.58
1674000,0.75,15.13
1675000,0.84,16.58
1676000,1.07,19.37
1677000,0.91,16.95
1678000,0.94,17.45
1679000,1.06,18.62
1680000,0.98,17.59
1681000,0.75,14.88
1682000,0.91,16.99
1683000,0.95,17.8
1684000,0.96,18.07
1685000,0.91,17.19
1686000,0.98,17.83
1687000,0.83,16.22
1688000,0.91,17.4
1689000,0.98,18.09
1690000,1.06,19.42
1691000,1.13,20.51
1692000,1.04,19.21
1693000,0.83,16.42
1694000,0.88,16.77
1695000,0.88,16.51
1696000,1.07,18.68
1697000,1.12,19.58
1698000,1.01,18.31
1699000,0.88,16.64
1700000,0.92,17.62
1701000,0.88,17.16
1702000,0.83,16.27
1703000,0.9,16.72
1704000,1.0,18.23
1705000,0.98,18.51
1706000,0.83,16.58
1707000,0.82,16.14
1708000,1.11,19.54
1709000,0.96,18.04
1710000,0.69,14.77
1711000,0.77,15.27
1712000,0.87,16.62
1713000,0.94,18.04
1714000,1.01,18.73
1715000,1.03,18.35
1716000,0.99,17.84
1717000,0.99,17.9
1718000,1.05,18.69
1719000,1.13,20.26
1720000,0.85,16.8
1721000,0.76,15.3
1722000,0.96,17.9
1723000,0.95,18.08
1724000,1.02,19.14
1725000,0.92,17.96
1726000,0.52,13.37
1727000,0.58,13.7
1728000,0.76,15.79
1729000,0.72,15.2
1730000,0.68,14.69
1731000,0.79,16.22
1732000,0.77,15.75
1733000,0.75,15.08
1734000,0.9,17.09
1735000,0.53,12.85
1736000,0.72,15.4
1737000,0.8,16.2
1738000,0.66,14.7
1739000,0.73,15.34
1740000,0.84,16.62
1741000,0.95,17.97
1742000,0.95,17.7
1743000,1.07,18.91
1744000,1.06,18.84
1745000,0.89,16.66
1746000,0.66,14.68
1747000,0.84,16.59
1748000,1.0,18.26
1749000,0.94,17.49
1750000,0.95,17.28
1751000,0.95,17.54
1752000,0.9,17.2
1753000,0.91,17.58
1754000,0.83,16.53
1755000,0.91,17.42
1756000,1.09,19.54
1757000,0.92,17.32
1758000,0.93,17.43
1759000,1.02,18.8
1760000,0.9,16.66
1761000,0.91,16.88
1762000,1.04,18.73
1763000,1.0,18.42
1764000,0.82,16.28
1765000,0.84,16.54
1766000,1.0,18.28
1767000,0.83,15.98
1768000,0.88,17.2
1769000,1.07,19.46
1770000,1.0,18.37
1771000,0.88,17.07
1772000,0.86,16.64
1773000,0.9,17.24
1774000,0.87,17.01
1775000,0.93,17.76
1776000,0.83,16.3
1777000,0.99,18.79
1778000,1.02,19.37
1779000,0.96,17.94
1780000,1.0,18.51
1781000,0.84,16.55
1782000,0.8,15.76
1783000,1.02,18.29
1784000,1.01,18.41
1785000,0.96,18.02
1786000,0.96,17.87
1787000,1.03,18.64
1788000,0.95,17.51
1789000,1.04,18.83
1790000,1.28,21.62
1791000,1.05,18.9
1792000,0.89,17.07
1793000,0.85,16.52
1794000,1.03,18.82
1795000,1.07,19.31
1796000,0.95,17.82
1797000,0.92,17.26
1798000,1.0,18.22
1799000,0.9,16.99
1800000,0.95,17.92
1801000,0.84,16.43
1802000,1.04,18.94
1803000,1.02,18.43
1804000,0.81,16.11
1805000,0.88,17.0
1806000,0.94,18.01
1807000,0.85,16.87
1808000,1.04,19.02
1809000,1.1,19.67
1810000,0.97,18.05
1811000,0.95,17.51
1812000,0.92,17.0
1813000,0.96,17.61
1814000,0.88,16.84
1815000,0.91,17.44
1816000,1.07,19.26
1817000,0.94,17.43
1818000,1.01,17.87
1819000,0.96,17.38
1820000,1.06,18.56
1821000,0.99,18.14
1822000,0.88,16.88
1823000,0.84,16.61
1824000,0.87,16.25
1825000,0.93,16.91
1826000,0.98,18.14
1827000,0.91,17.07
1828000,0.86,16.43
1829000,0.78,15.59
1830000,0.95,17.66
1831000,0.94,17.55
1832000,0.85,16.9
1833000,0.8,16.11
1834000,0.87,17.08
1835000,0.77,15.75
1836000,0.74,15.38
1837000,0.89,17.03
1838000,0.84,16.2
1839000,0.88,16.84
1840000,0.99,18.25
1841000,0.91,17.18
1842000,0.95,17.59
1843000,0.89,16.49
1844000,1.02,18.31
1845000,1.19,20.38
1846000,0.83,16.32
1847000,0.85,16.36
1848000,1.07,18.87
1849000,1.02,18.37
1850000,0.76,15.28
1851000,0.93,17.33
1852000,0.9,17.38
1853000,0.82,16.08
1854000,0.89,16.71
1855000,0.99,17.7
1856000,0.97,17.45
1857000,1.02,18.2
1858000,1.0,18.01
1859000,0.91,16.81
1860000,0.83,16.03
1861000,0.86,16.58
1862000,1.0,18.29
1863000,0.93,17.35
1864000,0.93,17.77
1865000,0.84,16.83
1866000,0.88,16.56
1867000,0.95,17.32
1868000,0.94,17.41
1869000,0.91,17.15
1870000,0.92,17.48
1871000,0.82,16.26
1872000,0.96,17.89
1873000,0.96,17.66
1874000,0.98,17.27
1875000,0.84,16.02
1876000,0.78,15.89
1877000,0.94,17.9
1878000,0.93,17.08
1879000,0.9,16.74
1880000,1.08,19.29
1881000,0.97,17.94
1882000,0.96,17.22
1883000,0.96,17.78
1884000,0.64,13.92
1885000,0.8,15.95
1886000,1.07,19.19
1887000,1.13,19.73
1888000,1.13,19.98
1889000,0.77,15.81
1890000,0.76,15.67
1891000,0.76,15.35
1892000,0.82,16.03
1893000,0.79,15.92
1894000,0.71,14.81
1895000,1.0,17.92
1896000,0.99,17.98
1897000,1.06,19.38
1898000,1.02,18.67
1899000,0.89,16.53
1900000,0.86,16.18
1901000,0.97,17.62
1902000,1.08,18.95
1903000,1.07,18.82
1904000,0.97,17.62
1905000,0.78,15.2
1906000,0.79,15.66
1907000,0.82,16.17
1908000,0.71,15.14
1909000,0.75,15.22
1910000,0.93,17.3
1911000,0.77,15.4
1912000,0.77,15.71
1913000,0.76,15.58
1914000,0.82,16.03
1915000,0.88,16.71
1916000,0.77,15.37
1917000,0.77,15.62
1918000,0.92,17.01
1919000,0.84,16.31
1920000,0.8,15.83
1921000,0.9,16.67
1922000,1.08,18.89
1923000,0.93,17.1
1924000,0.97,17.41
1925000,0.99,18.09
1926000,0.92,17.22
1927000,0.93,17.6
1928000,0.99,18.81
1929000,1.03,19.15
1930000,1.1,19.49
1931000,0.94,17.3
1932000,0.94,17.42
1933000,0.92,17.21
1934000,1.01,18.73
1935000,0.97,18.21
1936000,1.05,19.18
1937000,1.07,19.3
1938000,1.09,19.22
1939000,1.16,19.93
1940000,0.93,17.67
1941000,0.85,17.05
1942000,0.9,17.18
1943000,0.98,18.1
1944000,1.03,18.7
1945000,0.88,16.84
1946000,1.0,18.23
1947000,1.11,19.56
1948000,0.8,15.83
1949000,0.86,16.58
1950000,1.08,19.32
1951000,1.0,18.69
1952000,0.95,17.99
1953000,0.9,17.26
1954000,0.71,14.91
1955000,0.85,16.07
1956000,1.07,18.75
1957000,1.06,18.75
1958000,1.18,20.13
1959000,1.2,20.61
1960000,0.93,17.55
1961000,0.78,15.39
1962000,0.9,17.01
1963000,0.84,16.03
1964000,0.8,15.55
1965000,0.97,17.78
1966000,1.04,18.48
1967000,0.85,16.51
1968000,0.8,15.93
1969000,0.94,17.49
1970000,1.0,18.21
1971000,0.96,17.6
1972000,0.93,17.53
1973000,0.99,18.54
1974000,0.88,17.17
1975000,0.77,15.69
1976000,0.88,16.96
1977000,1.09,19.61
1978000,1.04,18.56
1979000,0.89,16.97
1980000,1.04,18.95
1981000,1.01,18.45
1982000,1.02,18.99
1983000,1.16,20.38
1984000,1.05,18.95
1985000,0.93,17.48
1986000,0.95,17.84
1987000,1.09,19.65
1988000,1.14,20.06
1989000,1.03,18.5
1990000,0.82,16.19
1991000,0.96,17.89
1992000,1.01,18.42
1993000,1.03,18.39
1994000,0.95,17.53
1995000,0.95,17.6
1996000,0.89,16.66
1997000,1.05,19.16
1998000,1.12,19.94
1999000,1.01,18.6
2000000,0.88,16.75
2001000,0.91,17.01
2002000,0.95,18.28
2003000,0.92,17.8
2004000,1.05,19.33
2005000,0.86,17.01
2006000,0.88,16.88
2007000,1.07,18.69
2008000,1.03,18.35
2009000,1.12,19.12
2010000,1.1,18.91
2011000,1.01,18.41
2012000,0.94,17.17
2013000,0.88,16.33
2014000,0.95,17.59
2015000,0.79,15.87
2016000,0.94,17.94
2017000,1.1,19.83
2018000,1.06,19.11
2019000,0.81,16.23
2020000,0.88,16.73
2021000,1.08,19.25
2022000,0.84,16.32
2023000,0.89,17.27
2024000,0.98,18.77
2025000,0.99,18.74
2026000,0.97,18.23
2027000,0.91,17.28
2028000,0.96,17.93
2029000,1.01,18.41
2030000,1.01,18.58
2031000,0.84,16.57
2032000,0.61,13.96
2033000,0.72,14.75
2034000,0.72,14.92
2035000,0.83,16.52
2036000,0.85,16.88
2037000,0.72,15.4
2038000,0.84,16.91
2039000,1.13,20.54
2040000,1.14,20.56
2041000,1.03,18.34
2042000,1.03,18.27
2043000,0.9,16.74
2044000,0.84,16.11
2045000,0.84,15.91
2046000,0.98,17.41
2047000,0.83,16.02
2048000,0.86,16.93
2049000,0.93,17.83
2050000,0.89,16.89
2051000,0.99,18.12
2052000,0.97,18.45
2053000,0.85,17.06
2054000,0.76,15.89
2055000,0.62,14.19
2056000,0.71,15.29
2057000,0.66,14.44
2058000,0.68,14.28
2059000,0.87,16.93
2060000,0.79,15.78
2061000,0.88,16.65
2062000,0.9,16.84
2063000,0.56,12.66
2064000,0.75,15.24
2065000,1.03,18.87
2066000,1.0,17.97
2067000,0.77,15.02
2068000,0.82,15.54
2069000,0.85,16.21
2070000,0.88,16.71
2071000,0.88,16.7
2072000,0.94,17.9
2073000,0.98,18.42
2074000,0.89,17.1
2075000,1.02,18.9
2076000,1.11,20.1
2077000,0.98,18.69
2078000,0.92,18.07
2079000,1.01,18.86
2080000,1.03,18.39
2081000,0.99,17.78
2082000,0.87,16.49
2083000,0.71,14.91
2084000,0.76,15.26
2085000,0.73,15.12
2086000,0.99,18.29
2087000,0.76,15.56
2088000,0.63,13.89
2089000,0.93,17.4
2090000,0.79,15.88
2091000,0.87,16.71
2092000,1.06,18.86
2093000,0.99,18.34
2094000,0.92,17.62
2095000,0.89,16.61
2096000,0.86,16.47
2097000,0.87,16.66
2098000,0.84,16.6
2099000,0.92,17.42
2100000,0.99,18.39
2101000,0.73,15.27
2102000,0.82,16.41
2103000,0.82,16.33
2104000,0.92,17.39
2105000,0.99,18.12
2106000,0.91,17.33
2107000,0.98,18.07
2108000,1.11,19.6
2109000,1.12,19.88
2110000,1.16,20.85
2111000,1.1,19.64
2112000,1.01,18.1
2113000,1.03,18.65
2114000,0.93,17.55
2115000,0.99,18.5
2116000,1.01,18.59
2117000,0.91,17.44
2118000,0.95,18.16
2119000,0.87,16.97
2120000,0.94,17.46
2121000,1.23,20.82
2122000,1.01,18.51
2123000,0.86,16.29
2124000,0.95,17.29
2125000,1.03,18.36
2126000,1.02,18.62
2127000,1.04,19.02
2128000,0.88,16.64
2129000,0.83,16.0
2130000,0.73,15.13
2131000,0.96,17.83
2132000,1.14,20.13
2133000,1.08,19.74
2134000,1.01,18.86
2135000,0.95,17.99
2136000,1.14,19.92
2137000,1.02,18.76
2138000,0.96,17.97
2139000,1.02,18.86
2140000,1.05,19.5
2141000,1.04,19.22
2142000,1.01,18.39
2143000,0.94,17.32
2144000,0.93,17.23
2145000,1.04,18.76
2146000,1.15,20.56
2147000,0.96,17.85
2148000,0.97,17.78
2149000,1.1,19.48
2150000,1.16,20.26
2151000,0.89,17.01
2152000,0.82,16.11
2153000,1.08,19.08
2154000,1.14,20.07
2155000,1.02,18.76
2156000,1.1,19.27
2157000,1.12,19.76
2158000,1.03,18.81
2159000,1.08,19.13
2160000,0.96,18.23
2161000,0.95,17.78
2162000,1.06,18.92
2163000,1.03,18.86
2164000,0.96,18.02
2165000,0.77,15.28
2166000,0.73,15.11
2167000,0.89,17.15
2168000,0.97,18.24
2169000,0.93,17.5
2170000,0.89,17.13
2171000,0.96,17.83
2172000,1.12,19.92
2173000,1.22,21.02
2174000,1.15,19.73
2175000,1.03,18.27
2176000,0.93,17.75
2177000,1.05,19.28
2178000,1.11,19.69
2179000,0.9,17.08
2180000,0.89,16.91
2181000,0.89,16.98
2182000,0.92,17.67
2183000,1.03,19.02
2184000,1.13,20.09
2185000,1.16,20.45
2186000,1.0,18.74
2187000,1.05,18.81
2188000,1.09,18.82
2189000,0.88,16.69
2190000,0.84,16.42
2191000,0.91,17.2
2192000,0.7,14.7
2193000,0.83,16.44
2194000,1.01,18.56
2195000,0.93,17.49
2196000,0.88,16.79
2197000,0.71,14.54
2198000,0.89,16.89
2199000,1.01,18.8
2200000,0.96,17.85
2201000,1.07,18.84
2202000,0.97,17.79
2203000,1.05,18.96
2204000,0.97,18.41
2205000,0.86,16.45
2206000,0.95,17.78
2207000,1.11,19.99
2208000,0.98,18.0
2209000,1.06,18.65
2210000,1.09,19.48
2211000,0.96,17.84
2212000,0.87,16.1
2213000,0.71,14.67
2214000,0.96,17.91
2215000,1.17,20.63
2216000,0.85,16.82
2217000,0.79,16.18
2218000,0.95,18.18
2219000,1.09,20.15
2220000,0.97,18.72
2221000,0.72,15.04
2222000,0.85,16.47
2223000,0.95,17.83
2224000,1.04,18.78
2225000,1.05,19.15
2226000,1.15,20.78
2227000,1.17,20.53
2228000,0.94,17.3
2229000,0.88,16.6
2230000,0.93,17.28
2231000,0.96,17.77
2232000,1.0,18.22
2233000,0.89,16.95
2234000,0.93,17.59
2235000,1.07,19.27
2236000,1.08,19.63
2237000,0.84,16.76
2238000,0.98,17.97
2239000,1.02,18.48
2240000,0.92,17.26
2241000,0.88,16.74
2242000,0.98,17.99
2243000,0.96,17.94
2244000,1.0,18.63
2245000,0.96,18.02
2246000,0.96,18.12
2247000,1.02,19.2
2248000,1.07,19.55
2249000,1.04,18.93
2250000,1.06,19.41
2251000,1.01,18.77
2252000,0.99,18.43
2253000,0.85,16.7
2254000,0.98,17.98
2255000,1.08,19.28
2256000,1.16,20.62
2257000,0.96,18.0
2258000,1.1,19.36
2259000,1.02,17.96
2260000,1.03,18.06
2261000,0.98,17.86
2262000,1.05,18.82
2263000,1.16,20.08
2264000,1.15,19.84
2265000,0.86,16.22
2266000,0.79,15.71
2267000,1.02,18.82
2268000,0.93,17.36
2269000,0.98,18.04
2270000,0.95,18.12
2271000,1.02,19.17
2272000,0.99,18.67
2273000,1.08,20.03
2274000,0.97,19.08
2275000,0.94,18.07
2276000,0.93,17.86
2277000,0.98,18.63
2278000,1.04,19.0
2279000,1.08,19.33
2280000,0.92,17.28
2281000,0.93,17.53
2282000,0.91,17.15
2283000,0.86,16.59
2284000,0.76,15.47
2285000,0.86,16.51
2286000,0.92,17.67
2287000,0.93,17.74
2288000,0.78,15.49
2289000,0.8,16.25
2290000,0.73,15.84
2291000,1.03,19.2
2292000,1.06,19.13
2293000,0.99,18.38
2294000,0.99,18.41
2295000,1.11,19.64
2296000,1.03,18.31
2297000,0.84,16.02
2298000,0.99,18.39
2299000,1.13,20.16
2300000,1.06,18.73
2301000,1.14,19.55
2302000,1.1,19.47
2303000,0.95,17.58
2304000,1.02,18.47
2305000,0.97,18.05
2306000,0.87,17.03
2307000,0.99,18.28
2308000,1.02,18.56
2309000,0.87,16.98
2310000,0.96,18.33
2311000,1.08,19.78
2312000,0.84,16.56
2313000,0.93,17.83
2314000,0.79,15.79
2315000,0.86,16.89
2316000,0.98,18.14
2317000,1.04,18.6
2318000,0.96,18.05
2319000,1.06,19.54
2320000,1.14,20.22
2321000,0.97,18.07
2322000,0.91,17.31
2323000,0.87,16.71
2324000,0.89,16.94
2325000,1.05,19.08
2326000,0.9,17.21
2327000,1.0,18.22
2328000,1.07,19.05
2329000,1.15,19.98
2330000,1.09,19.21
2331000,1.06,19.12
2332000,0.88,17.23
2333000,0.75,15.67
2334000,0.92,17.57
2335000,1.0,18.85
2336000,0.96,17.93
2337000,0.92,17.24
2338000,1.01,18.45
2339000,1.04,18.89
2340000,0.93,17.79
2341000,0.99,18.6
2342000,1.04,18.99
2343000,1.13,20.07
2344000,1.04,18.84
2345000,0.94,17.64
2346000,1.09,19.63
2347000,1.17,20.89
2348000,1.12,20.14
2349000,1.11,19.77
2350000,1.02,18.98
2351000,0.9,17.38
2352000,0.97,18.0
2353000,0.96,18.12
2354000,0.97,17.82
2355000,1.04,18.36
2356000,0.92,17.6
2357000,0.92,17.59
2358000,0.95,17.89
2359000,1.09,19.52
2360000,0.84,16.27
2361000,0.85,16.29
2362000,0.75,15.4
2363000,0.88,17.1
2364000,1.04,19.32
2365000,1.19,20.83
2366000,1.14,19.84
2367000,1.02,18.44
2368000,1.02,18.42
2369000,0.97,17.91
2370000,0.85,16.61
2371000,0.91,17.04
2372000,0.94,17.73
2373000,0.83,16.22
2374000,0.86,16.56
2375000,0.74,15.43
2376000,1.08,19.28
2377000,1.26,21.23
2378000,1.03,19.07
2379000,0.9,17.99
2380000,1.05,19.62
2381000,1.09,19.75
2382000,0.73,15.19
2383000,0.73,15.22
2384000,0.98,18.48
2385000,1.18,21.14
2386000,1.07,19.59
2387000,0.97,18.26
2388000,0.97,18.35
2389000,0.95,18.25
2390000,1.05,19.23
2391000,0.96,17.93
2392000,0.92,17.79
2393000,0.91,17.72
2394000,0.87,16.74
2395000,0.94,18.08
2396000,0.96,18.43
2397000,0.91,17.42
2398000,0.97,17.96
2399000,1.19,20.54
2400000,1.16,20.27
2401000,0.93,17.29
2402000,1.04,18.76
