timestep,mean_reward_last_100,mean_episode_length_last_100,total_episodes
85000,0.73,15.84,7514
86000,0.63,14.63,7585
87000,0.72,15.81,7649
88000,0.61,14.12,7721
89000,0.78,16.59,7776
90000,0.83,17.5,7835
91000,0.82,17.27,7895
92000,0.68,15.38,7963
93000,0.74,15.8,8022
94000,0.93,18.36,8076
95000,0.8,16.23,8143
96000,0.81,16.65,8199
97000,0.9,17.22,8258
98000,1.02,18.88,8309
99000,0.88,17.78,8369
100000,0.84,16.63,8428
101000,0.73,15.59,8491
102000,0.8,16.82,8547
103000,1.04,19.86,8592
104000,1.08,20.25,8643
105000,0.95,18.75,8698
106000,0.83,16.96,8761
107000,0.85,16.82,8819
108000,0.7,14.6,8888
109000,0.94,17.77,8940
110000,0.93,18.2,8996
111000,0.95,18.72,9048
112000,0.98,19.22,9100
113000,1.07,20.49,9145
114000,1.06,19.73,9201
115000,1.01,18.67,9253
116000,1.06,19.67,9302
117000,1.16,20.78,9350
118000,1.2,21.63,9394
119000,1.18,21.56,9441
120000,1.18,21.69,9486
121000,1.08,20.16,9540
122000,1.13,20.11,9584
123000,1.17,21.1,9632
124000,1.03,19.21,9688
125000,0.96,18.15,9744
126000,1.13,20.58,9785
127000,1.3,22.76,9826
128000,1.44,23.79,9867
129000,1.22,20.72,9922
130000,1.05,19.37,9971
131000,1.22,21.87,10011
132000,1.33,23.33,10055
133000,1.29,22.7,10101
134000,1.2,21.95,10145
135000,1.1,20.54,10198
136000,1.08,19.52,10246
137000,1.25,21.34,10290
138000,1.29,22.1,10337
139000,1.35,23.13,10378
140000,1.23,21.56,10431
141000,1.24,21.98,10469
142000,1.46,24.54,10505
143000,1.34,23.02,10554
144000,1.25,21.64,10595
145000,1.32,22.57,10644
146000,1.11,20.38,10695
147000,1.11,20.07,10735
148000,1.34,22.81,10779
149000,1.4,23.47,10824
150000,1.43,23.8,10867
151000,1.36,22.57,10911
152000,1.29,21.76,10954
153000,1.32,22.57,11000
154000,1.38,23.37,11038
155000,1.41,23.58,11086
156000,1.42,23.74,11125
157000,1.47,24.18,11165
158000,1.39,22.83,11209
159000,1.49,24.32,11247
160000,1.36,23.14,11295
161000,1.35,23.13,11334
162000,1.39,23.72,11374
163000,1.2,21.21,11429
164000,1.08,19.67,11476
165000,1.23,21.69,11519
166000,1.24,21.41,11566
167000,1.33,22.41,11608
168000,1.44,23.98,11645
169000,1.45,24.3,11692
170000,1.18,20.73,11743
171000,1.31,22.1,11783
172000,1.51,24.49,11820
173000,1.69,26.72,11854
174000,1.78,28.6,11886
175000,1.65,27.11,11929
176000,1.43,24.35,11972
177000,1.29,22.07,12020
178000,1.16,20.42,12069
179000,1.24,21.33,12115
180000,1.22,21.12,12156
181000,1.42,23.71,12197
182000,1.35,22.88,12242
183000,1.39,23.46,12282
184000,1.45,24.29,12323
185000,1.66,27.05,12360
186000,1.49,24.64,12405
187000,1.42,23.91,12445
188000,1.48,24.45,12486
189000,1.54,25.21,12524
190000,1.5,24.91,12567
191000,1.44,24.36,12606
192000,1.49,24.89,12646
193000,1.53,24.7,12689
194000,1.41,23.29,12731
195000,1.43,23.66,12772
196000,1.57,25.02,12808
197000,1.57,25.07,12846
198000,1.49,24.84,12889
199000,1.57,25.64,12927
200000,1.52,25.12,12964
201000,1.42,23.89,13010
202000,1.52,25.4,13044
203000,1.54,26.11,13084
204000,1.45,25.29,13126
205000,1.49,25.46,13164
206000,1.33,22.83,13211
207000,1.39,23.77,13253
208000,1.39,23.81,13291
209000,1.61,26.18,13327
210000,1.47,24.75,13371
211000,1.45,24.78,13408
212000,1.57,26.31,13446
213000,1.74,28.58,13477
214000,1.57,26.91,13518
215000,1.52,25.72,13560
216000,1.53,25.25,13596
217000,1.41,23.48,13644
218000,1.47,24.65,13679
219000,1.52,25.33,13717
220000,1.69,27.54,13753
221000,1.66,26.53,13792
222000,1.59,25.47,13832
223000,1.56,25.43,13867
224000,1.73,27.73,13901
225000,1.83,29.5,13935
226000,1.73,27.82,13974
227000,1.68,27.74,14011
228000,1.47,24.79,14051
229000,1.7,27.62,14082
230000,1.65,27.04,14122
231000,1.74,28.39,14155
232000,1.75,28.72,14189
233000,1.84,30.17,14220
234000,1.68,27.43,14262
235000,1.56,25.52,14302
236000,1.54,24.84,14339
237000,1.75,27.73,14372
238000,1.82,28.83,14407
239000,1.82,29.46,14441
240000,1.66,27.26,14481
241000,1.47,24.46,14525
242000,1.39,23.22,14565
243000,1.58,26.0,14601
244000,1.64,26.96,14636
245000,1.66,27.04,14675
246000,1.6,26.44,14715
247000,1.65,26.83,14750
248000,1.39,23.9,14796
249000,1.59,26.45,14825
250000,1.72,28.47,14859
251000,1.85,29.88,14895
252000,1.56,26.19,14936
253000,1.66,27.39,14967
254000,1.74,27.82,15003
255000,1.79,28.68,15040
256000,1.79,28.55,15072
257000,1.83,28.86,15106
258000,1.9,29.73,15141
259000,1.92,29.99,15172
260000,1.83,29.31,15209
261000,1.86,29.55,15242
262000,1.85,29.55,15273
263000,1.89,30.43,15306
264000,1.87,30.24,15342
265000,1.88,30.67,15372
266000,1.89,30.36,15405
267000,1.82,29.44,15444
268000,1.71,27.38,15480
269000,1.75,28.03,15512
270000,1.87,29.71,15545
271000,1.85,29.73,15581
272000,1.77,28.32,15618
273000,1.74,28.2,15654
274000,1.74,28.39,15689
275000,1.72,28.18,15726
276000,1.72,27.91,15761
277000,1.65,26.89,15801
278000,1.72,27.25,15835
279000,1.65,26.45,15872
280000,1.9,29.39,15902
281000,1.91,29.77,15936
282000,1.93,30.11,15972
283000,1.74,28.21,16007
284000,1.69,27.17,16048
285000,1.59,25.79,16085
286000,1.61,26.1,16122
287000,1.63,26.74,16161
288000,1.63,26.53,16196
289000,1.73,27.76,16228
290000,1.86,29.68,16263
291000,1.81,29.19,16299
292000,1.64,26.83,16338
293000,1.65,27.06,16376
294000,1.73,27.53,16410
295000,1.75,27.97,16444
296000,1.85,29.06,16479
297000,1.79,28.2,16514
298000,1.9,29.0,16548
299000,1.82,28.12,16586
300000,1.66,26.62,16624
301000,1.56,25.6,16662
302000,1.69,27.29,16697
303000,1.58,26.26,16737
304000,1.62,26.68,16774
305000,1.67,27.29,16807
306000,1.83,28.9,16843
307000,1.73,27.91,16880
308000,1.82,28.95,16911
309000,1.91,30.09,16943
310000,1.84,29.0,16981
311000,1.86,29.19,17013
312000,1.71,27.07,17051
313000,1.79,28.09,17088
314000,1.69,27.05,17122
315000,1.54,25.09,17166
316000,1.71,27.15,17198
317000,1.67,27.12,17236
318000,1.7,27.54,17275
319000,1.62,26.38,17307
320000,1.77,28.04,17343
321000,1.78,28.34,17383
322000,1.63,26.45,17419
323000,1.58,26.04,17459
324000,1.6,26.63,17493
325000,1.8,29.41,17522
326000,1.89,30.1,17558
327000,2.05,31.95,17587
328000,1.97,30.18,17622
329000,1.88,29.51,17660
330000,1.75,27.87,17695
331000,1.79,28.64,17729
332000,1.93,29.88,17760
333000,1.97,30.34,17792
334000,1.91,29.6,17831
335000,1.84,29.09,17863
336000,1.71,27.87,17900
337000,1.88,29.73,17932
338000,1.98,30.8,17961
339000,2.08,31.9,17995
340000,2.04,31.47,18028
341000,1.84,29.81,18061
342000,1.79,29.19,18096
343000,1.94,30.62,18125
344000,2.11,32.22,18156
345000,2.08,32.07,18189
346000,2.0,30.89,18224
347000,1.74,27.92,18260
348000,1.76,28.22,18295
349000,1.85,29.46,18326
350000,1.85,29.3,18362
351000,1.94,31.0,18392
352000,1.84,29.14,18428
353000,1.89,29.93,18462
354000,1.88,29.02,18494
355000,1.94,30.75,18526
356000,1.85,29.61,18563
357000,1.83,29.59,18596
358000,1.85,28.79,18629
359000,1.95,29.84,18662
360000,1.76,27.57,18703
361000,1.69,26.98,18739
362000,1.77,28.27,18770
363000,2.02,31.63,18800
364000,2.05,32.06,18834
365000,2.07,31.61,18865
366000,2.17,33.01,18890
367000,2.03,30.99,18930
368000,1.78,28.55,18969
369000,1.67,27.19,19002
370000,1.86,29.55,19030
371000,2.1,32.47,19060
372000,2.28,34.48,19087
373000,2.19,33.66,19120
374000,2.25,34.43,19148
375000,1.84,29.65,19185
376000,1.75,27.86,19226
377000,1.77,28.09,19255
378000,1.81,29.0,19287
379000,1.95,30.88,19321
380000,1.85,29.74,19355
381000,1.7,27.48,19394
382000,1.8,28.24,19427
383000,1.78,27.87,19463
384000,2.0,30.35,19492
385000,2.06,31.27,19525
386000,2.1,32.22,19554
387000,2.04,31.7,19587
388000,1.91,29.79,19625
389000,1.84,29.25,19656
390000,1.9,29.84,19687
391000,2.01,31.55,19719
392000,2.02,31.21,19752
393000,2.08,32.05,19779
394000,2.23,33.57,19810
395000,2.18,32.97,19842
396000,2.04,31.03,19876
397000,1.9,29.11,19915
398000,1.67,26.69,19952
399000,1.73,27.38,19987
400000,1.7,27.29,20021
401000,1.84,29.24,20053
402000,1.88,29.96,20087
403000,1.79,28.4,20125
404000,1.69,27.5,20162
405000,1.68,27.5,20194
406000,1.71,27.94,20231
407000,1.7,28.06,20267
408000,1.76,29.13,20297
409000,1.82,29.78,20331
410000,1.99,31.32,20363
411000,2.05,31.17,20394
412000,2.08,31.56,20426
413000,1.9,29.41,20464
414000,1.92,30.07,20493
415000,1.87,29.43,20531
416000,1.88,29.75,20565
417000,1.77,28.14,20599
418000,1.87,29.81,20632
419000,1.88,29.91,20663
420000,1.97,30.89,20695
421000,2.06,31.33,20727
422000,2.12,32.18,20756
423000,2.11,32.18,20790
424000,2.03,31.78,20824
425000,1.78,28.12,20861
426000,1.82,28.28,20895
427000,1.89,29.25,20925
428000,1.87,30.07,20958
429000,1.94,31.26,20992
430000,1.76,29.24,21028
431000,1.89,30.26,21058
432000,1.99,31.26,21086
433000,2.18,33.65,21116
434000,1.91,30.46,21156
435000,1.79,29.03,21190
436000,1.74,28.62,21222
437000,1.9,30.57,21255
438000,1.86,30.29,21290
439000,1.68,28.29,21326
440000,1.84,30.12,21354
441000,1.96,31.27,21385
442000,2.15,33.41,21415
443000,2.15,33.14,21445
444000,1.96,30.48,21482
445000,2.02,30.92,21513
446000,1.97,30.54,21543
447000,1.92,30.37,21581
448000,1.83,29.35,21615
449000,1.72,28.13,21650
450000,1.76,28.93,21683
451000,1.85,30.02,21714
452000,1.98,31.41,21745
453000,1.96,31.08,21781
454000,1.89,30.25,21814
455000,1.92,30.73,21843
456000,1.88,29.87,21880
457000,2.03,31.39,21910
458000,1.83,29.65,21945
459000,1.98,31.33,21976
460000,1.93,30.81,22007
461000,1.87,29.49,22047
462000,1.73,28.15,22081
463000,1.73,27.82,22114
464000,1.91,30.07,22146
465000,2.04,31.65,22177
466000,1.97,30.79,22211
467000,1.94,30.53,22245
468000,1.97,30.45,22275
469000,2.04,31.06,22310
470000,2.05,30.99,22341
471000,2.0,30.4,22373
472000,2.05,31.33,22405
473000,2.11,32.24,22431
474000,2.15,32.73,22462
475000,2.2,33.51,22494
476000,1.94,30.45,22530
477000,1.99,30.52,22560
478000,2.01,30.8,22591
479000,1.97,30.37,22628
480000,1.76,28.63,22663
481000,1.78,28.72,22695
482000,1.88,29.98,22728
483000,2.0,31.78,22756
484000,1.92,30.58,22791
485000,2.08,32.24,22822
486000,2.06,31.38,22853
487000,2.09,31.74,22887
488000,1.98,30.65,22920
489000,1.9,29.91,22954
490000,1.83,29.29,22989
491000,1.79,28.45,23023
492000,1.87,29.53,23053
493000,1.99,30.7,23087
494000,1.99,30.6,23122
495000,1.75,27.51,23161
496000,1.8,28.12,23195
497000,1.83,29.02,23227
498000,1.88,30.25,23259
499000,1.89,30.01,23295
500000,1.98,30.73,23326
501000,2.02,31.1,23356
502000,1.99,31.26,23388
503000,1.96,31.09,23421
504000,1.9,30.33,23455
505000,1.79,28.69,23491
506000,1.77,28.79,23525
507000,1.84,29.39,23556
508000,2.04,31.97,23585
509000,1.95,30.53,23621
510000,1.76,28.74,23659
511000,1.76,28.23,23691
512000,1.82,29.12,23724
513000,1.94,30.16,23757
514000,1.79,28.55,23796
515000,1.67,27.17,23834
516000,1.65,27.57,23867
517000,1.75,28.94,23901
518000,2.06,32.47,23926
519000,2.07,32.23,23961
520000,2.08,32.1,23991
521000,2.1,31.47,24021
522000,2.14,31.82,24052
523000,2.19,33.0,24084
524000,1.98,30.62,24117
525000,1.76,28.01,24159
526000,1.7,27.32,24192
527000,1.76,28.4,24223
528000,1.99,31.13,24253
529000,2.06,32.32,24284
530000,2.1,33.22,24315
531000,2.06,32.48,24345
532000,1.87,30.3,24383
533000,1.77,28.59,24418
534000,1.77,28.54,24450
535000,1.87,29.55,24486
536000,1.87,29.23,24520
537000,1.91,29.65,24551
538000,2.0,30.71,24583
539000,2.0,30.92,24615
540000,2.07,31.81,24645
541000,2.04,31.39,24679
542000,1.95,30.45,24714
543000,1.94,30.33,24744
544000,1.87,29.73,24779
545000,1.91,29.8,24814
546000,1.82,28.72,24846
547000,1.77,27.96,24886
548000,1.93,29.97,24914
549000,1.78,28.55,24953
550000,1.91,30.9,24983
551000,1.87,30.19,25013
552000,2.08,32.58,25043
553000,2.21,33.65,25072
554000,2.19,33.82,25101
555000,2.18,33.83,25131
556000,2.14,33.36,25163
557000,2.06,32.48,25194
558000,2.1,33.08,25223
559000,2.05,32.53,25253
560000,2.11,33.13,25284
561000,2.04,32.0,25318
562000,1.92,30.69,25350
563000,1.86,30.04,25382
564000,1.86,30.28,25415
565000,2.02,31.93,25446
566000,2.02,31.51,25478
567000,2.1,32.38,25506
568000,2.16,33.07,25535
569000,2.3,34.84,25562
570000,2.28,34.48,25593
571000,2.32,35.32,25621
572000,2.18,33.51,25654
573000,1.91,29.91,25694
574000,1.78,27.9,25727
575000,1.82,28.55,25760
576000,2.03,31.68,25789
577000,2.01,31.54,25823
578000,2.01,31.33,25856
579000,1.89,29.64,25889
580000,1.94,30.55,25921
581000,1.93,30.24,25955
582000,1.98,30.55,25986
583000,2.03,31.53,26016
584000,2.3,34.83,26043
585000,2.2,33.73,26074
586000,2.27,34.63,26104
587000,2.2,33.85,26134
588000,2.1,32.39,26165
589000,2.18,33.47,26196
590000,2.03,31.26,26230
591000,2.23,34.19,26255
592000,2.15,32.99,26289
593000,2.04,32.06,26323
594000,1.88,29.58,26356
595000,1.96,30.78,26386
596000,2.04,31.61,26418
597000,2.13,33.35,26445
598000,1.98,31.74,26478
599000,1.88,30.48,26516
600000,1.89,30.04,26545
601000,2.02,31.74,26574
602000,2.19,33.86,26601
603000,2.09,32.54,26637
604000,2.11,32.48,26667
605000,1.92,30.36,26699
606000,2.02,31.8,26731
607000,2.05,32.37,26760
608000,1.99,31.61,26795
609000,1.93,30.85,26830
610000,1.78,28.86,26865
611000,1.9,30.37,26893
612000,2.0,31.76,26923
613000,2.02,31.79,26958
614000,1.99,31.12,26991
615000,1.98,30.84,27020
616000,2.06,32.11,27049
617000,2.15,33.12,27081
618000,2.01,31.28,27115
619000,2.03,31.42,27144
620000,1.98,30.73,27179
621000,2.17,33.22,27207
622000,2.12,32.44,27237
623000,2.12,32.65,27273
624000,2.02,31.15,27304
625000,1.95,30.56,27336
626000,2.08,32.31,27366
627000,2.11,32.52,27394
628000,2.13,32.66,27427
629000,2.14,32.83,27456
630000,2.02,31.55,27490
631000,2.06,32.05,27520
632000,2.05,32.4,27551
633000,2.02,31.65,27582
634000,1.96,31.09,27617
635000,2.03,31.1,27648
636000,2.05,31.85,27676
637000,2.11,32.31,27708
638000,2.14,33.26,27739
639000,2.03,31.27,27772
640000,1.97,30.83,27804
641000,2.12,32.29,27832
642000,2.03,31.3,27866
643000,1.99,31.08,27900
644000,1.88,29.46,27934
645000,2.05,31.55,27962
646000,1.98,30.44,27998
647000,2.14,32.85,28025
648000,2.14,32.97,28055
649000,2.15,32.57,28089
650000,1.93,30.19,28123
651000,2.03,31.07,28152
652000,1.99,31.01,28183
653000,2.18,33.26,28214
654000,1.97,30.38,28250
655000,2.1,31.86,28279
656000,1.92,30.01,28312
657000,1.94,30.67,28348
658000,1.95,30.96,28375
659000,1.9,30.25,28411
660000,2.03,31.71,28441
661000,2.01,31.05,28470
662000,2.06,31.56,28506
663000,2.01,30.95,28539
664000,2.08,31.7,28566
665000,2.14,32.46,28599
666000,2.27,34.03,28624
667000,2.21,33.46,28657
668000,2.2,33.43,28687
669000,2.14,33.05,28718
670000,2.12,32.56,28747
671000,2.16,33.07,28777
672000,2.23,33.56,28807
673000,2.2,33.0,28839
674000,1.95,30.46,28875
675000,2.07,32.03,28902
676000,1.98,31.12,28935
677000,2.16,32.92,28966
678000,1.96,30.84,29000
679000,2.08,31.96,29028
680000,2.06,31.58,29060
681000,2.12,32.08,29093
682000,2.08,32.13,29124
683000,1.96,30.42,29158
684000,1.93,29.82,29194
685000,1.94,29.78,29226
686000,1.98,30.7,29255
687000,2.06,31.92,29289
688000,2.05,32.19,29320
689000,1.88,29.79,29356
690000,2.03,31.76,29383
691000,2.05,31.97,29413
692000,2.06,32.32,29448
693000,2.15,33.08,29475
694000,2.03,31.5,29508
695000,2.17,33.3,29536
696000,1.92,30.5,29573
697000,1.93,30.68,29606
698000,1.99,31.02,29634
699000,2.11,32.24,29665
700000,2.19,33.01,29698
701000,2.06,31.79,29729
702000,1.99,31.18,29762
703000,2.02,31.63,29792
704000,2.0,31.35,29825
705000,2.1,32.39,29854
706000,2.19,33.23,29881
707000,2.24,34.19,29911
708000,2.12,33.28,29944
709000,1.95,30.82,29978
710000,2.02,31.8,30005
711000,2.11,32.22,30035
712000,2.16,33.69,30066
713000,2.24,34.66,30093
714000,2.06,32.72,30127
715000,2.08,32.41,30160
716000,1.77,28.53,30198
717000,1.86,29.39,30230
718000,1.87,29.63,30261
719000,1.93,30.17,30294
720000,1.95,30.35,30328
721000,1.89,29.59,30362
722000,1.84,28.93,30398
723000,1.99,30.32,30426
724000,2.1,31.73,30456
725000,2.14,32.42,30490
726000,1.89,29.66,30527
727000,1.81,27.93,30564
728000,1.73,27.13,30599
729000,1.91,30.26,30626
730000,2.02,31.92,30657
731000,2.17,33.6,30687
732000,2.03,31.22,30723
733000,2.02,31.62,30752
734000,1.91,30.33,30786
735000,1.97,31.56,30817
736000,1.92,30.46,30851
737000,1.92,29.84,30886
738000,1.95,29.9,30916
739000,1.99,30.9,30948
740000,1.94,31.13,30980
741000,1.89,31.14,31012
742000,1.95,31.8,31043
743000,1.92,30.5,31079
744000,1.97,30.55,31111
745000,1.98,30.05,31143
746000,1.97,30.14,31178
747000,1.85,29.01,31215
748000,1.73,27.94,31248
749000,2.04,31.39,31272
750000,2.26,33.86,31301
751000,2.39,35.06,31330
752000,2.4,35.52,31359
753000,2.12,32.12,31395
754000,2.04,31.42,31425
755000,1.97,30.79,31455
756000,2.04,31.19,31493
757000,2.01,30.76,31523
758000,1.96,30.16,31555
759000,1.99,30.91,31590
760000,2.03,31.67,31619
761000,1.96,30.68,31653
762000,1.99,31.25,31687
763000,1.77,28.18,31723
764000,1.85,29.18,31755
765000,2.02,31.28,31783
766000,2.01,31.39,31818
767000,2.11,32.41,31849
768000,1.87,29.32,31885
769000,2.02,31.14,31915
770000,1.89,30.01,31949
771000,1.97,31.34,31979
772000,1.98,30.89,32012
773000,2.07,31.82,32044
774000,2.06,31.55,32075
775000,2.04,31.52,32107
776000,2.0,31.34,32137
777000,2.06,32.04,32167
778000,2.19,33.82,32197
779000,2.13,32.91,32227
780000,2.06,32.11,32259
781000,2.17,33.59,32285
782000,1.97,31.19,32322
783000,1.99,31.78,32354
784000,1.85,29.98,32385
785000,2.1,32.92,32412
786000,2.12,33.4,32442
787000,2.05,31.95,32479
788000,1.84,29.72,32513
789000,1.84,29.22,32543
790000,1.99,30.94,32574
791000,2.13,32.79,32604
792000,2.13,32.56,32633
793000,2.2,33.8,32662
794000,2.23,34.0,32692
795000,2.19,33.82,32724
796000,2.16,33.23,32753
797000,2.15,32.98,32782
798000,2.26,34.29,32810
799000,2.12,32.99,32844
800000,2.12,32.92,32874
801000,1.92,30.33,32910
802000,2.04,31.02,32941
803000,1.92,29.76,32975
804000,1.91,29.52,33010
805000,1.98,30.44,33039
806000,2.1,31.76,33069
807000,2.13,32.39,33103
808000,2.02,31.76,33135
809000,1.98,31.45,33164
810000,2.04,32.44,33193
811000,2.22,34.36,33219
812000,2.22,34.06,33251
813000,2.12,33.26,33282
814000,2.0,31.83,33314
815000,1.81,29.61,33352
816000,1.8,29.7,33384
817000,1.83,29.69,33416
818000,1.98,31.49,33446
819000,1.98,31.39,33480
820000,1.96,30.68,33512
821000,2.04,31.9,33541
822000,2.13,33.1,33572
823000,2.11,33.12,33603
824000,2.05,32.2,33635
825000,2.12,32.28,33665
826000,2.15,32.26,33696
827000,2.1,31.53,33730
828000,2.13,32.12,33756
829000,2.23,33.15,33785
830000,2.17,32.37,33821
831000,2.1,32.01,33851
832000,2.08,31.99,33880
833000,2.14,32.85,33910
834000,2.19,33.95,33937
835000,2.17,33.7,33968
836000,2.16,33.68,33997
837000,2.09,32.44,34029
838000,2.15,32.43,34061
839000,2.16,32.33,34091
840000,2.05,31.36,34125
841000,2.02,31.68,34155
842000,1.93,30.31,34191
843000,1.99,31.29,34218
844000,2.08,32.36,34249
845000,2.12,32.91,34280
846000,2.17,33.17,34309
847000,2.19,33.12,34340
848000,2.23,33.96,34366
849000,2.12,33.05,34399
850000,2.12,33.03,34431
851000,2.08,32.52,34460
852000,1.99,31.31,34495
853000,1.99,32.28,34526
854000,1.91,31.56,34555
855000,2.1,33.45,34583
856000,2.14,33.3,34614
857000,2.11,33.17,34646
858000,2.1,32.82,34676
859000,2.14,32.91,34706
860000,2.17,32.83,34736
861000,2.23,33.24,34766
862000,2.13,32.41,34798
863000,2.17,33.26,34825
864000,2.03,31.67,34860
865000,2.17,33.52,34888
866000,2.14,32.85,34917
867000,2.09,31.84,34950
868000,2.1,32.23,34982
869000,2.04,31.32,35015
870000,1.96,30.33,35050
871000,1.93,29.54,35083
872000,1.96,30.56,35112
873000,1.9,29.99,35148
874000,1.81,28.72,35186
875000,1.79,28.19,35217
876000,1.8,28.53,35253
877000,2.08,32.04,35282
878000,2.16,33.09,35308
879000,2.24,34.59,35339
880000,2.12,32.58,35371
881000,2.15,33.19,35400
882000,2.16,33.6,35429
883000,2.11,33.15,35461
884000,2.14,33.88,35489
885000,2.04,32.3,35521
886000,2.11,32.62,35552
887000,2.26,34.05,35577
888000,2.2,34.33,35606
889000,2.33,35.86,35635
890000,2.1,32.82,35670
891000,2.14,32.92,35699
892000,2.13,32.82,35728
893000,2.03,31.99,35761
894000,2.01,31.19,35795
895000,1.97,30.55,35826
896000,2.07,31.66,35855
897000,2.13,32.91,35885
898000,2.17,33.61,35915
899000,2.18,33.73,35944
900000,2.22,34.6,35970
901000,2.14,33.51,36004
902000,2.24,34.29,36033
903000,2.1,32.81,36063
904000,2.1,33.0,36093
905000,2.13,33.14,36121
906000,2.21,34.06,36151
907000,2.15,32.62,36184
908000,2.12,32.59,36214
909000,1.97,30.72,36250
910000,2.01,31.52,36280
911000,1.95,30.84,36311
912000,2.11,32.51,36340
913000,2.18,33.82,36369
914000,2.31,35.86,36396
915000,2.22,34.84,36426
916000,2.19,34.16,36455
917000,2.18,33.61,36487
918000,2.06,32.15,36520
919000,2.0,31.82,36550
920000,2.13,32.79,36579
921000,2.18,33.52,36608
922000,2.17,33.82,36638
923000,2.13,33.31,36670
924000,2.24,34.2,36697
925000,2.18,32.77,36728
926000,2.12,32.67,36760
927000,2.05,32.21,36790
928000,1.97,31.32,36822
929000,1.96,30.75,36859
930000,1.99,31.25,36887
931000,2.0,31.34,36915
932000,2.27,34.57,36945
933000,2.13,32.47,36979
934000,1.98,30.85,37010
935000,1.92,30.74,37042
936000,2.08,33.15,37068
937000,2.25,34.92,37095
938000,2.29,34.73,37125
939000,2.22,33.18,37160
940000,2.07,31.43,37192
941000,2.18,33.14,37216
942000,2.32,34.62,37245
943000,2.31,34.33,37277
944000,2.3,34.19,37306
945000,2.21,32.79,37337
946000,2.24,33.53,37365
947000,2.32,34.73,37393
948000,2.22,33.98,37424
949000,2.17,33.16,37455
950000,2.33,35.23,37480
951000,2.3,35.73,37503
952000,2.36,36.32,37533
953000,2.38,37.13,37562
954000,2.35,36.29,37590
955000,2.25,34.92,37618
956000,2.11,32.7,37656
957000,2.05,31.74,37686
958000,1.91,29.21,37721
959000,2.01,30.38,37753
960000,2.03,31.04,37782
961000,2.12,32.19,37815
962000,2.12,32.38,37841
963000,2.32,34.79,37869
964000,2.26,34.11,37902
965000,2.3,34.45,37931
966000,2.13,32.06,37961
967000,2.24,33.48,37990
968000,2.17,33.1,38022
969000,2.01,31.31,38056
970000,1.8,29.06,38091
971000,1.78,28.54,38129
972000,1.79,28.93,38159
973000,1.95,30.86,38189
974000,2.16,33.3,38220
975000,2.22,33.48,38248
976000,2.28,34.31,38277
977000,2.26,34.36,38307
978000,2.06,31.66,38344
979000,2.07,31.45,38371
980000,2.11,32.34,38398
981000,2.35,35.41,38426
982000,2.3,35.18,38457
983000,2.07,31.6,38494
984000,2.08,31.54,38522
985000,2.0,30.24,38555
986000,2.14,32.46,38585
987000,2.05,31.8,38617
988000,2.12,33.44,38646
989000,1.94,30.93,38682
990000,1.95,31.3,38712
991000,2.01,30.84,38745
992000,2.01,30.92,38777
993000,1.84,29.39,38814
994000,2.01,31.05,38840
995000,2.06,32.1,38870
