timestep,mean_reward_last_100,mean_episode_length_last_100
182000,0.23,9.17
183000,0.27,9.97
184000,0.32,10.77
185000,0.24,9.52
186000,0.23,9.1
187000,0.35,10.87
188000,0.26,9.93
189000,0.37,11.61
190000,0.23,9.39
191000,0.36,11.38
192000,0.34,10.75
193000,0.19,9.15
194000,0.35,10.89
195000,0.43,12.16
196000,0.36,11.38
197000,0.34,10.85
198000,0.3,10.35
199000,0.29,10.29
200000,0.38,11.79
201000,0.3,10.35
202000,0.28,10.21
203000,0.29,10.11
204000,0.34,11.11
205000,0.3,10.41
206000,0.46,12.43
207000,0.31,10.58
208000,0.26,9.7
209000,0.3,10.32
210000,0.28,10.04
211000,0.29,10.14
212000,0.31,10.21
213000,0.33,10.73
214000,0.31,10.4
215000,0.27,10.26
216000,0.34,10.79
217000,0.45,12.67
218000,0.43,12.0
219000,0.45,12.53
220000,0.31,10.55
221000,0.33,10.94
222000,0.3,10.26
223000,0.36,11.32
224000,0.36,10.84
225000,0.29,10.24
226000,0.27,10.02
227000,0.37,11.1
228000,0.32,10.6
229000,0.35,10.9
230000,0.35,10.95
231000,0.29,10.05
232000,0.28,10.41
233000,0.35,11.05
234000,0.34,10.94
235000,0.36,11.4
236000,0.33,10.84
237000,0.27,10.15
238000,0.44,12.25
239000,0.32,10.57
240000,0.32,10.28
241000,0.27,9.89
242000,0.35,10.85
243000,0.18,8.6
244000,0.39,11.73
245000,0.35,11.0
246000,0.29,10.52
247000,0.35,11.17
248000,0.24,9.66
249000,0.37,11.52
250000,0.29,10.3
251000,0.28,10.18
252000,0.37,11.32
253000,0.34,10.74
254000,0.31,10.44
255000,0.28,10.32
256000,0.42,12.36
257000,0.32,10.8
258000,0.29,10.41
259000,0.32,10.5
260000,0.41,11.84
261000,0.26,9.94
262000,0.27,9.94
263000,0.28,9.91
264000,0.31,10.5
265000,0.35,10.75
266000,0.36,11.31
267000,0.34,10.79
268000,0.33,10.26
269000,0.4,11.37
270000,0.33,10.76
271000,0.17,8.74
272000,0.32,10.7
273000,0.31,10.48
274000,0.22,9.33
275000,0.31,10.46
276000,0.4,11.79
277000,0.36,11.1
278000,0.26,9.72
279000,0.32,10.57
280000,0.4,11.34
281000,0.37,11.3
282000,0.37,11.23
283000,0.34,10.84
284000,0.35,10.75
285000,0.33,10.69
286000,0.35,10.88
287000,0.37,11.36
288000,0.36,11.0
289000,0.38,11.58
290000,0.36,11.25
291000,0.27,9.72
292000,0.35,10.99
293000,0.29,10.08
294000,0.32,10.53
295000,0.33,10.62
296000,0.32,10.64
297000,0.38,11.56
298000,0.4,11.53
299000,0.35,11.06
300000,0.33,10.84
301000,0.38,11.27
302000,0.37,11.13
303000,0.32,10.76
304000,0.31,10.26
305000,0.27,9.9
306000,0.38,11.42
307000,0.29,10.37
308000,0.37,11.53
309000,0.4,11.9
310000,0.44,12.2
311000,0.36,11.08
312000,0.32,10.68
313000,0.43,12.07
314000,0.39,11.59
315000,0.29,10.13
316000,0.38,11.12
317000,0.36,10.91
318000,0.39,11.27
319000,0.35,11.14
320000,0.34,10.85
321000,0.4,11.72
322000,0.34,10.55
323000,0.43,11.88
324000,0.38,11.18
325000,0.38,11.43
326000,0.34,10.73
327000,0.33,10.59
328000,0.32,10.37
329000,0.2,8.73
330000,0.39,11.65
331000,0.28,9.74
332000,0.35,11.12
333000,0.24,9.61
334000,0.34,10.83
335000,0.33,10.5
336000,0.35,11.33
337000,0.31,10.15
338000,0.27,9.64
339000,0.39,11.78
340000,0.48,12.78
341000,0.44,12.21
342000,0.33,10.7
343000,0.37,11.41
344000,0.25,9.42
345000,0.31,10.58
346000,0.3,10.24
347000,0.47,12.59
348000,0.41,11.48
349000,0.43,12.02
350000,0.34,10.85
351000,0.3,10.33
352000,0.37,11.19
353000,0.4,11.91
354000,0.39,11.28
355000,0.27,9.78
356000,0.33,10.77
357000,0.19,8.8
358000,0.29,10.03
359000,0.33,10.63
360000,0.29,10.31
361000,0.36,11.18
362000,0.44,12.27
363000,0.39,11.34
364000,0.3,10.34
365000,0.33,10.72
366000,0.32,10.48
367000,0.18,8.6
368000,0.35,10.63
369000,0.4,11.69
370000,0.41,11.8
371000,0.39,11.5
372000,0.4,11.58
373000,0.36,11.41
374000,0.42,11.84
375000,0.39,11.04
376000,0.33,10.66
377000,0.4,11.94
378000,0.41,11.84
379000,0.28,9.61
380000,0.32,10.61
381000,0.36,10.96
382000,0.41,11.79
383000,0.39,11.64
384000,0.45,12.3
385000,0.43,11.73
386000,0.35,10.71
387000,0.5,12.52
388000,0.37,11.13
389000,0.31,10.27
390000,0.41,11.78
391000,0.35,10.81
392000,0.37,10.97
393000,0.41,11.7
394000,0.33,10.72
395000,0.3,10.17
396000,0.34,10.58
397000,0.43,11.82
398000,0.41,11.64
399000,0.35,10.79
400000,0.39,11.53
401000,0.42,11.82
402000,0.39,11.42
403000,0.29,9.73
404000,0.31,10.23
405000,0.36,10.86
406000,0.33,10.74
407000,0.29,10.23
408000,0.38,11.4
409000,0.33,10.78
410000,0.46,12.38
411000,0.33,10.17
412000,0.34,11.04
413000,0.37,10.73
414000,0.37,11.0
415000,0.37,11.03
416000,0.39,11.32
417000,0.29,10.12
418000,0.34,10.92
419000,0.32,10.42
420000,0.33,10.9
421000,0.47,12.34
422000,0.26,9.67
423000,0.41,11.26
424000,0.35,10.84
425000,0.37,10.84
426000,0.43,12.12
427000,0.34,10.82
428000,0.33,10.47
429000,0.4,11.29
430000,0.38,10.91
431000,0.43,11.93
432000,0.3,10.14
433000,0.39,11.31
434000,0.4,11.45
435000,0.45,12.07
436000,0.36,10.99
437000,0.48,12.17
438000,0.38,11.56
439000,0.43,11.78
440000,0.29,10.12
441000,0.31,10.24
442000,0.39,11.23
443000,0.44,11.98
444000,0.41,11.32
445000,0.44,11.91
446000,0.41,11.49
447000,0.36,11.1
448000,0.34,10.62
449000,0.42,11.7
450000,0.28,9.83
451000,0.43,11.9
452000,0.37,10.99
453000,0.43,11.82
454000,0.45,12.26
455000,0.32,10.08
456000,0.39,11.39
457000,0.45,12.3
458000,0.26,9.75
459000,0.38,11.23
460000,0.42,12.0
461000,0.39,10.9
462000,0.33,10.4
463000,0.45,12.28
464000,0.5,12.86
465000,0.32,10.11
466000,0.43,11.76
467000,0.47,12.18
468000,0.57,13.74
469000,0.48,12.37
470000,0.4,11.13
471000,0.36,10.87
472000,0.36,10.89
473000,0.45,12.13
474000,0.34,10.55
475000,0.49,12.92
476000,0.47,12.33
477000,0.38,10.8
478000,0.42,11.6
479000,0.45,11.72
480000,0.43,11.65
481000,0.3,10.51
482000,0.39,11.34
483000,0.33,10.6
484000,0.38,11.44
485000,0.39,11.29
486000,0.55,13.43
487000,0.45,12.32
488000,0.37,11.05
489000,0.37,10.97
490000,0.37,11.27
491000,0.35,10.67
492000,0.4,11.2
493000,0.43,11.43
494000,0.41,11.32
495000,0.36,10.72
496000,0.37,10.76
497000,0.32,10.49
498000,0.36,10.9
499000,0.32,10.74
500000,0.37,11.18
501000,0.42,11.86
502000,0.43,11.95
503000,0.35,10.78
504000,0.43,11.6
505000,0.57,13.38
506000,0.29,9.78
507000,0.39,11.22
508000,0.54,13.39
509000,0.45,12.19
510000,0.37,11.11
511000,0.42,11.57
512000,0.37,11.31
513000,0.38,11.25
514000,0.33,10.14
515000,0.38,10.95
516000,0.37,11.07
517000,0.46,12.3
518000,0.43,11.72
519000,0.4,11.36
520000,0.42,11.51
521000,0.38,11.18
522000,0.48,12.83
523000,0.51,13.36
524000,0.41,11.74
525000,0.38,11.02
526000,0.35,10.75
527000,0.33,10.52
528000,0.44,11.41
529000,0.48,12.56
530000,0.3,10.17
531000,0.4,11.4
532000,0.44,12.36
533000,0.44,11.89
534000,0.39,11.4
535000,0.38,11.05
536000,0.32,10.52
537000,0.35,10.92
538000,0.41,11.65
539000,0.43,12.02
540000,0.42,11.75
541000,0.52,13.29
542000,0.45,12.42
543000,0.45,11.87
544000,0.35,10.57
545000,0.28,10.01
546000,0.45,12.32
547000,0.49,12.62
548000,0.28,9.63
549000,0.42,11.6
550000,0.46,12.47
551000,0.45,11.81
552000,0.37,10.99
553000,0.44,11.86
554000,0.49,12.6
555000,0.38,11.3
556000,0.44,11.98
557000,0.36,10.71
558000,0.41,11.36
559000,0.36,10.55
560000,0.37,11.0
561000,0.3,10.14
562000,0.34,10.6
563000,0.47,12.28
564000,0.37,11.25
565000,0.36,11.1
566000,0.41,11.49
567000,0.37,11.13
568000,0.37,11.02
569000,0.41,11.76
570000,0.44,12.18
571000,0.4,11.46
572000,0.4,11.11
573000,0.43,12.03
574000,0.37,10.97
575000,0.31,10.09
576000,0.38,11.19
577000,0.41,11.43
578000,0.35,10.7
579000,0.38,11.2
580000,0.41,11.76
581000,0.45,12.16
582000,0.47,12.46
583000,0.33,10.97
584000,0.38,11.3
585000,0.43,11.65
586000,0.37,11.17
587000,0.42,11.62
588000,0.38,11.3
589000,0.33,10.17
590000,0.38,11.13
591000,0.42,11.6
592000,0.4,11.53
593000,0.45,11.98
594000,0.42,11.69
595000,0.35,10.34
596000,0.29,10.13
597000,0.39,11.04
598000,0.36,10.86
599000,0.42,12.11
600000,0.48,12.96
601000,0.35,10.54
602000,0.38,11.18
603000,0.43,11.95
604000,0.48,12.41
605000,0.41,11.23
606000,0.42,11.05
607000,0.38,11.01
608000,0.33,10.39
609000,0.36,10.73
610000,0.49,12.85
611000,0.39,11.12
612000,0.47,12.37
613000,0.42,11.47
614000,0.38,10.92
615000,0.35,11.03
616000,0.33,10.52
617000,0.39,11.05
618000,0.41,11.61
619000,0.4,11.55
620000,0.49,12.75
621000,0.4,11.15
622000,0.41,11.34
623000,0.38,11.06
624000,0.32,10.41
625000,0.38,11.01
626000,0.42,11.63
627000,0.44,11.57
628000,0.42,11.54
629000,0.47,12.62
630000,0.45,11.99
631000,0.55,12.96
632000,0.36,10.58
633000,0.44,11.92
634000,0.37,11.02
635000,0.41,11.79
636000,0.4,11.19
637000,0.36,10.78
638000,0.4,11.46
639000,0.36,10.82
640000,0.34,10.51
641000,0.43,11.85
642000,0.53,12.85
643000,0.37,11.33
644000,0.4,11.72
645000,0.33,10.43
646000,0.34,10.49
647000,0.35,10.73
648000,0.45,12.07
649000,0.35,10.32
650000,0.47,12.09
651000,0.45,12.13
652000,0.47,12.67
653000,0.43,11.84
654000,0.45,11.97
655000,0.43,11.76
656000,0.37,11.13
657000,0.38,11.2
658000,0.4,11.72
659000,0.33,10.09
660000,0.33,10.23
661000,0.47,11.82
662000,0.35,10.49
663000,0.38,11.01
664000,0.25,9.49
665000,0.34,10.46
666000,0.43,11.96
667000,0.32,10.35
668000,0.35,10.69
669000,0.42,11.65
670000,0.41,11.44
671000,0.36,10.53
672000,0.37,10.99
673000,0.46,12.39
674000,0.46,12.16
675000,0.39,11.53
676000,0.42,11.6
677000,0.49,13.03
678000,0.4,11.43
679000,0.36,10.94
680000,0.44,11.81
681000,0.37,10.61
682000,0.35,10.65
683000,0.39,10.91
684000,0.34,10.83
685000,0.37,10.74
686000,0.42,11.63
687000,0.37,10.98
688000,0.34,10.33
689000,0.42,11.42
690000,0.42,11.77
691000,0.49,12.69
692000,0.36,10.87
693000,0.44,12.15
694000,0.42,11.49
695000,0.39,11.24
696000,0.47,12.51
697000,0.46,12.3
698000,0.35,10.52
699000,0.4,11.11
700000,0.43,12.03
701000,0.4,11.36
702000,0.44,11.7
703000,0.35,10.79
704000,0.33,10.47
705000,0.35,10.57
706000,0.39,11.24
707000,0.39,11.2
708000,0.48,12.16
709000,0.49,12.55
710000,0.36,10.88
711000,0.32,10.08
712000,0.45,12.13
713000,0.46,12.07
714000,0.44,11.99
715000,0.37,11.27
716000,0.44,11.96
717000,0.43,11.62
718000,0.38,11.35
719000,0.44,11.74
720000,0.38,11.2
721000,0.42,11.71
722000,0.5,12.81
723000,0.42,11.84
724000,0.41,11.84
725000,0.54,13.22
726000,0.42,11.83
727000,0.31,10.11
728000,0.46,12.03
729000,0.41,11.25
730000,0.36,10.43
731000,0.38,10.77
732000,0.45,11.94
733000,0.34,10.49
734000,0.43,11.88
735000,0.42,11.59
736000,0.52,13.17
737000,0.37,10.84
738000,0.57,13.37
739000,0.44,12.09
740000,0.44,11.92
741000,0.38,10.92
742000,0.46,11.77
743000,0.39,11.02
744000,0.4,11.41
745000,0.41,11.66
746000,0.44,11.88
747000,0.42,11.91
748000,0.41,11.24
749000,0.43,12.03
750000,0.38,11.25
751000,0.39,11.0
752000,0.32,9.95
753000,0.39,11.14
754000,0.42,11.95
755000,0.42,12.24
756000,0.33,10.36
757000,0.39,11.45
758000,0.39,11.39
759000,0.37,10.91
760000,0.43,11.48
761000,0.44,11.67
762000,0.35,10.6
763000,0.38,11.19
764000,0.45,12.17
765000,0.46,12.13
766000,0.42,11.43
767000,0.39,11.14
768000,0.48,12.7
769000,0.42,11.29
770000,0.23,9.25
771000,0.42,11.73
772000,0.42,11.8
773000,0.41,11.64
774000,0.44,11.97
775000,0.34,11.05
776000,0.42,11.64
777000,0.43,11.74
778000,0.44,11.89
779000,0.48,12.67
780000,0.41,10.86
781000,0.51,12.78
782000,0.37,10.56
783000,0.51,12.7
784000,0.53,13.26
785000,0.37,11.28
786000,0.34,10.68
787000,0.3,10.51
788000,0.33,10.25
789000,0.33,10.11
790000,0.34,10.33
791000,0.43,11.56
792000,0.48,12.36
793000,0.52,13.42
794000,0.48,12.24
795000,0.31,10.24
796000,0.4,11.2
797000,0.47,12.16
798000,0.42,11.84
799000,0.3,9.85
800000,0.33,10.34
801000,0.28,9.78
802000,0.33,10.57
803000,0.38,10.94
804000,0.45,12.16
805000,0.48,12.36
806000,0.3,9.89
807000,0.36,10.7
808000,0.44,12.18
809000,0.37,11.14
810000,0.51,12.79
811000,0.55,13.14
812000,0.37,11.07
813000,0.41,11.65
814000,0.41,11.56
815000,0.44,11.57
816000,0.33,10.32
817000,0.39,11.41
818000,0.38,11.11
819000,0.38,10.95
820000,0.47,12.25
821000,0.43,11.66
822000,0.43,11.92
823000,0.4,11.54
824000,0.33,10.71
825000,0.27,10.08
826000,0.32,10.01
827000,0.36,10.65
828000,0.37,10.88
829000,0.39,11.14
830000,0.41,11.57
831000,0.42,11.48
832000,0.41,11.59
833000,0.46,12.12
834000,0.3,10.13
835000,0.38,11.2
836000,0.38,10.96
837000,0.42,11.63
838000,0.39,11.32
839000,0.3,9.93
840000,0.43,11.61
841000,0.39,11.06
842000,0.37,10.7
843000,0.3,10.25
844000,0.43,11.53
845000,0.41,11.2
846000,0.39,10.97
847000,0.48,12.48
848000,0.48,12.7
849000,0.28,9.73
850000,0.34,11.03
851000,0.44,11.65
852000,0.45,11.82
853000,0.5,12.71
854000,0.49,12.62
855000,0.46,11.95
856000,0.43,11.75
857000,0.46,11.76
858000,0.39,10.94
859000,0.53,13.39
860000,0.49,12.49
861000,0.39,11.02
862000,0.38,11.28
863000,0.46,12.07
864000,0.46,11.82
865000,0.32,10.3
866000,0.37,11.15
867000,0.43,11.86
868000,0.39,11.24
869000,0.37,10.8
870000,0.4,11.45
871000,0.37,11.06
872000,0.43,12.21
873000,0.26,9.48
874000,0.41,11.51
875000,0.45,12.12
876000,0.51,13.29
877000,0.44,11.84
878000,0.44,11.78
879000,0.37,11.25
880000,0.4,11.15
881000,0.38,10.96
882000,0.4,11.07
883000,0.4,11.23
884000,0.42,11.44
885000,0.44,11.72
886000,0.43,11.73
887000,0.46,11.73
888000,0.47,12.56
889000,0.35,10.73
890000,0.34,10.82
891000,0.38,10.97
892000,0.3,10.04
893000,0.47,12.31
894000,0.45,12.24
895000,0.3,9.96
896000,0.37,11.19
897000,0.44,12.45
898000,0.38,11.62
899000,0.39,11.57
900000,0.32,10.17
901000,0.46,12.66
902000,0.24,9.46
903000,0.37,10.77
904000,0.28,10.22
905000,0.41,11.5
906000,0.38,11.7
907000,0.25,9.56
908000,0.41,11.24
909000,0.37,11.1
910000,0.44,12.16
911000,0.41,11.73
912000,0.33,10.79
913000,0.35,10.58
914000,0.41,11.49
915000,0.41,11.46
916000,0.5,12.67
917000,0.53,13.04
918000,0.48,12.19
919000,0.32,10.35
920000,0.35,10.71
921000,0.41,11.53
922000,0.44,11.77
923000,0.34,10.82
924000,0.46,12.21
925000,0.5,12.86
926000,0.32,10.61
927000,0.44,11.82
928000,0.44,11.77
929000,0.55,13.28
930000,0.31,10.44
931000,0.4,11.41
932000,0.42,11.68
933000,0.33,9.99
934000,0.47,12.2
935000,0.4,11.29
936000,0.46,12.33
937000,0.38,11.12
938000,0.4,11.21
939000,0.45,12.24
940000,0.43,11.64
941000,0.41,11.48
942000,0.41,11.46
943000,0.38,10.98
944000,0.33,10.67
945000,0.37,11.16
946000,0.48,12.29
947000,0.41,11.3
948000,0.25,9.31
949000,0.41,11.77
950000,0.45,12.25
951000,0.38,10.85
952000,0.38,11.14
953000,0.34,10.67
954000,0.41,11.76
955000,0.43,11.99
956000,0.31,10.01
957000,0.46,12.33
958000,0.35,10.96
959000,0.3,10.22
960000,0.32,10.52
961000,0.45,12.1
962000,0.37,10.9
963000,0.39,10.98
964000,0.41,11.56
965000,0.53,13.08
966000,0.33,10.27
967000,0.45,11.6
968000,0.47,12.46
969000,0.38,10.9
970000,0.42,11.71
971000,0.32,10.31
972000,0.31,10.02
973000,0.33,10.63
974000,0.5,12.78
975000,0.41,11.49
976000,0.28,9.91
977000,0.36,10.62
978000,0.43,11.77
979000,0.48,12.49
980000,0.39,10.99
981000,0.31,9.93
982000,0.34,10.61
983000,0.39,10.99
984000,0.48,12.13
985000,0.36,10.62
986000,0.43,12.06
987000,0.3,10.11
988000,0.33,10.54
989000,0.37,11.14
990000,0.31,10.28
991000,0.39,11.28
992000,0.4,11.26
993000,0.37,10.94
994000,0.51,12.99
995000,0.56,13.5
996000,0.43,11.72
997000,0.54,13.44
998000,0.29,10.02
999000,0.45,12.25
1000000,0.45,12.3
