timestep,mean_reward_last_100,mean_episode_length_last_100,total_episodes
987000,2.32,35.02,37780
988000,2.16,33.51,37812
989000,2.12,32.84,37844
990000,2.07,32.28,37873
991000,2.13,32.78,37904
992000,2.24,33.91,37931
993000,2.22,33.47,37960
994000,2.39,35.73,37985
995000,2.51,37.36,38015
996000,2.4,35.96,38043
997000,2.49,37.02,38069
998000,2.47,36.95,38094
999000,2.45,36.68,38124
1000000,2.38,36.02,38154
